id,texts,labels,PREPROCESSED_texts,SENTIMENT_PREPROCESSED_texts,TOPIC_PREPROCESSED_texts,LANG_PREPROCESSED_texts
662,süper hızlı gönderi denildi aynı gün kargo yazdı 2 gün sonra yola çıktı görüntü kalitesinden çok birşey beklemeyin renk ler gerçekten biraz sapıyor sanki,negative,süper hızlı gönderi dendi aynı gün kargo yazdı gün yola çıktı görüntü kalitesinden beklemeyin renkler gerçekten sapıyor,negative,1,tr
663,başka yerden bu marka tv aldık ama bir hafta kullanabildik ayaklar kalitesiz kendiside kalitesiz küçük bi darbeyle panel kırıldı pahalı alın kaliteli olsun,negative,başka yerden marka tv aldık hafta kullanabildik ayaklar kalitesiz kendisi de kalitesiz küçük bir darbeyle panel kırıldı pahalı alın kaliteli,negative,1,tr
664,panel o kadar kalitesiz ve ışık sızmaları o kadar fazla ki film zevkinizi rezil eder. biraz daha ustune fazla para vererek bilinen markaları almanızı tavsiye ederim. ,negative,panel kalitesiz ışık sızmaları fazla film zevkinizi rezil eder üstüne fazla para vererek bilinen markaları almanızı tavsiye ederim,negative,0,tr
665,ürün elime ulaştı üründe ışık süzmesi var ürün büyük olduğu için uğraşmak istemedim kasası plastik bu yüzden aşırı hafif pek fazla birşey beklemeyin ses kalitesi oldukça kötü bunu belirtmek isterim ses sistemi bağladım öyle sorunu çözdüm.,negative,ürün elime ulaştı üründe ışık süzmesi ürün büyük uğraşmak istemedim kasası plastik yüzden aşırı hafif fazla beklemeyin ses kalitesi oldukça kötü belirtmek isterim ses sistemi bağladım sorunu çözdüm,negative,1,tr
666,ürün 5 yıl önceki tv ler gibi arkası baya kalın görüntü kalitesi full hd uydu alıcısı kullanırsan belki iyi olabilir ama normal uydu alıcısında çok kötü bu paraya ne bekliyosun denilebilir ama bu kdar kötü bir performansta olmaz. ,negative,ürün yıl önceki tvler arkası baya kalın görüntü kalitesi full hd uydu alıcısı kullanırsan iyi olabilir normal uydu alıcısında kötü paraya bekliyorsun denebilir kadar kötü performansta,negative,4,tr
667,"görüntü kalitesi samsung düzeyinde fakat menüler arası geçişler çok yavaş özellikle internete bağlanması 20 saniye sürüyor. youtube izlerken reklam geldiğinde kilitleniyor , usb den film izlerken 1 tb lık harddisk de özellikle filmin sonunu göremiyorsunuz kitleniyor. sonuç olarak tv için alınır smart tv için kesinlikle alınmaz",negative,görüntü kalitesi samsung düzeyinde menüler arası geçişler yavaş özellikle internete bağlanması saniye sürüyor youtube izlerken reklam geldiğinde kilitleniyor usb den film izlerken tb lık harddisk özellikle filmin sonunu göremiyorsunuz kitleniyor sonuç tv alınır smart tv kesinlikle alınmaz,negative,2,tr
668,bir özelliği 4k olması onun dışında sıran bir tv akıllı kumanda özelliği bile yok benim için önemli idi aldığımda olmadığını görünce üzüldüm geride iade edemedim elimde patladı.,negative,özelliği k dışında şıran tv akıllı kumanda özelliği yok önemli idi aldığımda olmadığını görünce üzüldüm geride iade edemedim elimde patladı,negative,0,tr
669,"kargoyu ertesi gün teslim edeceklerini söylemelerine rağmen, 2 gün sonra yola çıktı. ben bu süre zarfında herşekilde daha hızlı alırdım ürünü başka yollardan.",negative,kargoyu ertesi gün teslim edeceklerini söylemelerine gün yola çıktı süre zarfında her şekilde hızlı alırdım ürünü başka yollardan,negative,2,tr
670,telefon çok kötü nokia kullanıyom o daha iyi,negative,telefon kötü nokia kullanıyorum iyi,negative,1,tr
671,bana göre çift kamera hoş durmuyor,negative,çift kamera hoş duruyor,negative,4,tr
672,ürün orijinal bildiğiniz iphone gayet hızlı da gönderdiler. ancak kargo parası istemelerinden dolayı sıfır yıldız veriyorum. ,negative,ürün orijinal bildiğiniz ıphone gayet hızlı gönderdiler kargo parası istemelerinden sıfır yıldız veriyorum,negative,2,tr
673,i̇phone sorunsuz. süper hızlı gönderi yalan. kargo zamanında çıkmıyor.,negative,i̇phone sorunsuz süper hızlı gönderi yalan kargo zamanında çıkmıyor,negative,0,tr
674,ürün elime ulaştı. cidden harika ama kulaklık girişi olmayışı bir eksiktir. kulaklık var ama fm radyo yok.,negative,ürün elime ulaştı cidden harika kulaklık girişi olmayışı eksiktir kulaklık fm radyo yok,positive,1,tr
675,ürün çok geç elime ulaştı,negative,ürün geç elime ulaştı,negative,0,tr
676,ürün bildiğiniz iphone anlatmaya gerek yok. ancak aynı gün kargo yazmasına rağmen 5 gün sonra kargolandı. müşteri temsilcisi ile yapılan görüşmede herhangi bir sonuç alınamadı.,negative,ürün bildiğiniz ıphone anlatmaya yok aynı gün kargo yazmasına gün kargolandı müşteri temsilcisi görüşmede sonuç alınamadı,negative,0,tr
677,ürün siparişi verdim 4 gün oldu elime ulaşmadı,negative,ürün siparişi verdim gün elime ulaşmadı,negative,0,tr
678,ürünü ilk önce ithalatçı firma garantili vermiştim bu şekilde aldığınız zaman 1 yıl apple tr 1 yıl ülkemizde iadelerde sorun çıkarabilen evo iletişim garantisinde geldi buna dikkat etmenizi tavsiye ederim ürünü apple türkiye garantili alırsanız 2 yıl kafanızda soru işareti olmaz!! kulaklık bölümünün iptal edilmesi tamamen pazarlama taktiği kutudan kablosuz kulaklık çıkmıyor onu almak için 700tl gözden cıkarmalısınız aksi takdirde kutudan kablolu bildiğimiz standart apple kulaklığı çıkıyor!!araç içinde hem şarj edeyim şarjım az hemde gelen aramalara kulaklığımla cvp vereyim derseniz apple tedarikçisi belkin in yaptığı 40$ lık kulaklık şarj çoklayıcı almanız gerekiyor!! yani ben bu kadar para verdim keyfini süreyim diyemiyorsunuz telefonun!! bu yanlışların 7s de düzeltileceğini ümit ediyorum diğer kısımlar bildiğiniz standart iphone bana sorarsanız bu yönleriyle piyasaya sürülmüş enkötü iphone diyebilirim!!,negative,ürünü ilk ithalatçı firma garantili vermiştim aldığınız zaman yıl apple tr yıl ülkemizde iadelerde sorun çıkarabilen evo iletişim garantisinde geldi dikkat etmenizi tavsiye ederim ürünü apple türkiye garantili alırsanız yıl kafanızda soru işareti kulaklık bölümünün iptal pazarlama taktiği kutudan kablosuz kulaklık çıkmıyor almak tl gözden çıkarmalısınız aksi takdirde kutudan kablolu bildiğimiz standart apple kulaklığı çıkıyoraraç şarj edeyim şarjım hem de gelen aramalara kulaklığımla cevap vereyim derseniz apple tedarikçisi berkin in lık kulaklık şarj çoklayıcı almanız gerekiyor para verdim keyfini süreyim diyebilmiyorsunuz telefonun yanlışların s düzeltileceğini ümit ediyorum kısımlar bildiğiniz standart ıphone sorarsanız yönleriyle piyasaya sürülmüş enkötü ıphone diyebilirim,negative,3,tr
679,sar değerine dikkat edin arkadaşlar.,negative,sar değerine dikkat edin arkadaşlar,negative,1,tr
680,sar (birim doku kütlesi başına soğurulan güç) değeri yasal limitler sınırında gezen bir cihaz olmuş. dikkate almanız sağlınız açısından önemlidir. ,negative,sar birim doku kütlesi başına soğutulan güç değeri yasal limitler sınırında gezen cihaz olmuş dikkate almanız sağlınız açısından önemlidir,negative,1,tr
681,ufak tefek bir iki özellik ekleyip fahiş fiyata satıyorlar. en ucuz telefonlarda bile bulunan fm radyo yok. o yüzden boykot ediyorum almadım almıyorum almayacağım.,negative,ufak tefek özellik ekleyip fahiş fiyata satıyorlar ucuz telefonlarda bulunan fm radyo yok yüzden boykot ediyorum almadım almıyorum almayacağım,negative,0,tr
682,arkadaşlar sakın bu telefona bu kadar para vermeyin yazıktır günahtır.,negative,arkadaşlar sakın telefona para vermeyin yazıktır günahtır,negative,1,tr
683,iphone 6s sahibi olanlar sakın telefonunuzu ucuza elinizden çıkartıp bunu satın almaya kalkmayın sadece işlemcisinden başka hiçbir değişiklik yok bu telefonda heleki black olanlar tam bir fiyasko cebinizde bozuk paralardan bile çiziliyor bu telefonlar 7s modelini bekleyin diyorum..,negative,ıphone s sahibi olanlar sakın telefonunuzu ucuza elinizden çıkartıp satın almaya kalkmayın sadece işlemcisinden başka değişiklik yok telefonda hele ki black olanlar fiyasko cebimizde bozuk paralardan çiziliyor telefonlar s modelini bekleyin diyorum,negative,0,tr
684,"sadece daha iyi foto, video kalitesi için almak isteyen varsa buyursun. kasa bile neredeyse eskisinden farksız.",negative,sadece iyi foto video kalitesi almak isteyen varsa buyursun kişi neredeyse eskisinden farksız,negative,2,tr
685,"telefon güzel fakat 2180 liralıkta değil.teknolojiden az çok anlayan ve seçici davranan kişilerin pek tercih etmeyeceği bir telefon. i̇lla samsung olsun derseniz bile pahalı,(sitede fiyat ve özellik dengesi daha iyi samsunglar var) hele ki marka alışkanlığınız yoksa bu özelliklerden çok çok daha iyi bir telefon alabilirsiniz.",negative,telefon güzel liralıkta değilteknolojiden anlayan seçici davranan kişilerin tercih etmeyeceği telefon illa samsung derseniz pahalısitede fiyat özellik dengesi iyi samsunglar hele marka alışkanlığınız özelliklerden iyi telefon alabilirsiniz,negative,2,tr
686,sar değeri çok yüksek baş ağrısı yapıyor. bide fiyatını hakeden bi cihaz değil 1700 lira civarı özellikleri var.,negative,sar değeri yüksek baş ağrısı bide fiyatını hakeden bir cihaz lira civarı özellikleri,negative,2,tr
687,i̇ddalı gibi görünsede özlelliklerine göre pahalı,negative,i̇ddalı görünse de özelliklerine pahalı,negative,2,tr
688,"a7 2017 cihaz orta seviyeye göre fiyat pahalı, sar değeri yüksek ve bildirim ışığı yok",negative,a cihaz orta seviyeye fiyat pahalı sar değeri yüksek bildirim ışığı yok,negative,1,tr
689,sar değeri çok fazla olunca vazgeçtim. sağlıktan önemlisi yok.,negative,sar değeri fazla olunca vazgeçtim sağlıktan önemlisi yok,negative,2,tr
690,bildiğin android işletim sistemi.bu kadar pahalı olmasını gerektirecek hiçbir artısı yok.donanım olarak iyi olabilir ama samsung un fiyatlandırma politikası çok saçma.asla bu parayı hak etmiyor,negative,bildiğin android işletim sistemibu pahalı olmasını gerektirecek artışı yokdonanım iyi olabilir samsung fiyatlandırma politikası saçmasala parayı hak etmiyor,negative,4,tr
691,aldıktan iki gün sonra donmalar başladı saat dahi oynamıyor batarya boşalana kadar ısınıyor ve şarjı hızlı bitiyor restart yapınca düzeliyor.servise gitti geldi aynı sorun devam ediyor değişim yapılmıyor uğraşmak isteyenler alsın.,negative,aldıktan gün donmalar başladı saat oynamıyor batarya boşalana ısınıyor şarjı hızlı bitiyor restart yapınca düzeliyorservise gitti geldi aynı sorun devam değişim yapılmıyor uğraşmak isteyenler alsın,negative,4,tr
692,kargoda problem yok. telefon 3 hafta sonra kapandi formatla acabildim.kamereda ekran buyukluk ayarlarinda gecis yaparken dalgalanma oluyordu.hoparlorden ara ara cizirti geliyor. edge ekranida nebilim ben kullanisli bulmadim.,negative,kargoda problem yok telefon hafta kapandı formatla açabildimkamereda ekran büyüklük ayarlarında geçiş yaparken dalgalanma oluyorduhoparlörden ara ara cızırtı geliyor edge ekranı da nebilim kullanışlı bulmadım,negative,1,tr
693,"telefonu sipariş ettikten 1.5 gün sonra eline geçmesi gayet güzel. ancak aynı gece saat 2.30 sularında donması  (ekrandaki saat dahi aynı kalıyor) ve alarmının bile çalmaması, açma kapama ardından yine aynı saatte birebir aynı şekilde donması ve konu ile ilgili samsungu aradığınızda servise getirin demeleri hiç de hoş değil. uğraş dur. hadi hayırlısı.",negative,telefonu sipariş ettikten gün eline geçmesi gayet güzel aynı gece saat sularında donması ekrandaki saat aynı kalıyor alarmının çalmaması açma kapama ardından aynı saatte birebir aynı donması konu samsungu aradığınızda servise getirin demeleri hoş uğraş dur hadi hayırlısı,negative,0,tr
694,"samsung kalitesi tartışılmaz, bataryası çok meşhur. bomba gibi telefon daha ne denir",negative,samsung kalitesi tartışılmaz bataryası meşhur bomba telefon denir,positive,0,tr
695,herkes telefon için rakiplerinden daya iyi demiş ama bataryası değiştirilemeyen bir telefon nasıl olursa olsun donanımı tasarımı ekranı kamerası ne kadar güçlü olursa olsun bir işe yaramaz. 1 yıl sonra şarj sorunu çekmeye başlayacaksınız ve batarya gömülü olduğu için hiçbir çözüm yolunuzda olmayacak benden söylemesi. alanlara hayırlı olsun,negative,telefon rakiplerinden daya iyi demiş bataryası değiştirilemeyen telefon donanımı tasarımı ekranı kamerası güçlü işe yaramaz yıl şarj sorunu çekmeye başlayacaksınız batarya gömülü çözüm yolunuzda olmayacak söylemesi alanlara hayırlı,negative,0,tr
696,"telefonda kizilotesi ir portu yok. klimanizi ses sisteminizi vs.kumanda edemezsiniz. ( sadece internete baglanabilen cihazlarda 3. parti yazilimlariyla kontrol edebilirsiniz, ir portla.eski tuplu televizyonu bile kontrol edebilirsiniz) hizli sarj ozelligi yok. qualcom un snapdragon 820 si ile gelen islemci destekli hizli sarj yok. en komigide type c baglantisi bile yok. type c giris yeri yazin aratin hiz farkina bakin. type c gelecegin mobil baglantisidir ama amiral gemisi denilen telefonda bu bile yok. dahasi touchwiz pismanliktir. samsung arayuzu olan touchwiz donma yapar.",negative,telefonda kızılötesi ir portu yok klimanızı ses sisteminizi vskumanda edemezsiniz sadece internete bağlanabilen cihazlarda parti yazılımlarıyla kontrol edebilirsiniz ir portlaeski tüplü televizyonu kontrol edebilirsiniz hızlı şarj özelliği yok qualcomm snapdragon si gelen işlemci destekli hızlı şarj yok komiğinde type c bağlantısı yok type c giriş yeri yazın aratın hız farkına bakın type c geleceğin mobil bağlantısıdır amiral gemisi denilen telefonda yok dahası touchwiz pişmanlıktır samsung arayüzü touchwiz donma yapar,negative,0,tr
697,uzun zamandır  samsung marka telefon kullanıyorum şuanki telefonumda samsung ama en başında beri hep yavaş çalışıyor ve donuyor. iyi bir marka ve ışık hızında olabilir ama bu fiyat samsung için çok fazla bu benim görüşüm,negative,uzun zamandır samsung marka telefon kullanıyorum şuan ki telefonumda samsung başında yavaş çalışıyor dönüyor iyi marka ışık hızında olabilir fiyat samsung fazla görüşüm,negative,2,tr
698,"bu fiyata göre değil de bu fiyat sıfır telefona göre, çok iyi değil iyi de değil  fena değil denilebilir.  ",negative,fiyata fiyat sıfır telefona iyi iyi fena denebilir,negative,2,tr
699,"farklı yerden aldık ama ürün bence iyi değil, menüsü bile yok bence diğer androidlerden farklı ben beğenmedim",negative,farklı yerden aldık ürün bence iyi menüsü yok bence androidlerden farklı beğenmedim,negative,1,tr
700,gayet güzel sadece  kamerası iyi değil resim çektiğinizde çok mat ,negative,gayet güzel sadece kamerası iyi resim çektiğinizde mat,negative,4,tr
701,telefon güzel ama kamera hosuma gitmedi özellikle ön kamerası çok fondöten sürüyor yüze arka kamera normal,negative,telefon güzel kamera hoşuma gitmedi özellikle kamerası fondöten sürüyor yüze arka kamera normal,negative,1,tr
702,telefona gelen aramalar 10 saniye sonra gözüküyor ve o sırada arama süresi bitmiş oluyor. yani gelen hiçbir aramayı cevaplayamıyorsunuz geri aramak zorunda kalıyorsunuz. yabancı forumlarda bu durumu araştırdım lenovo forumu dahil hala bir çözümü yok en kısa sürede iade edeceğim.,negative,telefona gelen aramalar saniye gözüküyor sırada arama süresi bitmiş gelen aramayı cevaplayamıyorsunuz geri aramak zorunda kalıyorsunuz yabancı forumlarda durumu araştırdım lenovo forumu dahil çözümü yok kısa sürede iade edeceğim,negative,0,tr
703,ekran sarardı. ilk 2 ay güzel gözüküyor daha sonra yavaşlama başlıyor bariz şekilde. 6 aydır kullanıyorum telefon çok fazla ısınıyor. bunlar insanı cidden rahatsız ediyor.,negative,ekran sarardı ilk ay güzel gözüküyor yavaşlama başlıyor biraz aydır kullanıyorum telefon fazla ısınıyor insanı cidden rahatsız,negative,0,tr
